ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,CHURNED,train
818,0.000000,0.000000,0.493999,0,'CH','Budget','Intnl_discount',57,'M','S',1,78255.300000,'N','InVol',1
827,28.748300,6.325840,64.696100,0,'CC','Budget','Standard',96,'F','M',2,95394.000000,'N','Vol',3
834,1.676880,0.000000,89.080100,0,'CC','FreeLocal','Standard',74,'F','S',2,25754.900000,'N','Current',1
835,14.825700,7.795010,287.295000,0,'Auto','Budget','Standard',40,'M','M',0,55714.000000,'N','Current',3
836,0.000000,0.000000,1.314330,0,'Auto','Budget','Standard',64,'F','M',1,1433.720000,'N','InVol',2
844,8.289610,0.000000,8.243140,0,'CH','FreeLocal','Intnl_discount',65,'F','S',0,36159.000000,'N','Current',3
848,22.093200,0.000000,15.166100,0,'CH','FreeLocal','Intnl_discount',56,'M','M',1,24626.000000,'N','Current',3
849,25.653100,0.813493,81.737500,1,'CH','FreeLocal','Intnl_discount',69,'F','M',0,49188.900000,'Y','Vol',3
856,22.344700,0.000000,38.720800,0,'Auto','Budget','Intnl_discount',57,'F','M',0,83165.700000,'N','Vol',1
858,13.640300,0.000000,16.206900,0,'Auto','Budget','Intnl_discount',70,'F','S',2,15080.400000,'N','Current',3
860,28.808600,0.000000,13.636400,0,'Auto','Budget','Standard',22,'F','M',2,59699.500000,'N','Current',1
861,10.440400,0.000000,127.425000,0,'Auto','Budget','Standard',39,'M','M',1,88474.700000,'Y','Current',3
863,16.345200,0.000000,15.245500,0,'CC','FreeLocal','Standard',58,'M','M',0,64789.800000,'N','Current',1
867,5.490320,0.000000,65.426200,1,'Auto','Budget','Standard',19,'F','M',1,99261.800000,'Y','Current',2
868,5.809850,0.000000,11.482200,0,'CC','FreeLocal','Standard',83,'F','M',0,89344.400000,'N','Current',1
872,9.441330,0.000000,80.645100,0,'CH','Budget','Standard',82,'F','S',1,79009.700000,'N','Current',1
873,0.000000,0.000000,0.911027,0,'CC','Budget','Standard',68,'M','M',2,17060.300000,'Y','InVol',2
875,1.111460,0.000000,22.743300,0,'CC','FreeLocal','Standard',96,'M','S',0,83986.800000,'Y','Current',3
877,16.373800,0.049815,49.190100,0,'CC','Budget','Standard',48,'M','S',1,98360.600000,'Y','Current',3
879,3.859020,0.000000,37.210900,0,'Auto','Budget','Standard',74,'F','S',1,42002.000000,'N','Vol',2
880,16.609100,0.000000,50.694300,0,'CC','Budget','Standard',55,'M','M',1,41334.100000,'N','Current',1
883,13.796800,0.000000,337.564000,0,'CH','FreeLocal','Standard',69,'F','M',2,28848.800000,'N','Current',2
887,9.518820,0.000000,66.098200,0,'CC','Budget','Standard',53,'M','M',2,17246.000000,'Y','Current',1
888,3.224730,0.000000,35.931200,0,'CC','FreeLocal','Standard',71,'F','M',2,80667.400000,'N','Vol',1
891,28.192200,0.000000,93.634700,0,'CH','FreeLocal','Standard',19,'F','S',2,56438.900000,'N','Current',2
894,17.129700,0.000000,14.068900,0,'CH','FreeLocal','Intnl_discount',37,'M','M',0,52355.100000,'Y','Current',3
897,24.091800,0.000000,32.928800,0,'CC','FreeLocal','Intnl_discount',75,'M','M',0,99454.200000,'N','Current',3
910,1.014930,0.000000,57.989900,0,'CH','FreeLocal','Standard',37,'F','M',2,80869.800000,'N','Current',3
914,18.450800,0.000000,65.571600,0,'CH','FreeLocal','Standard',38,'F','M',1,50290.700000,'N','Current',3
918,25.986900,0.000000,26.699200,0,'CH','FreeLocal','Standard',94,'M','S',0,44927.000000,'N','Current',1
919,0.000000,0.000000,1.855180,1,'CH','Budget','Standard',63,'M','S',0,37120.000000,'Y','InVol',2
920,20.585100,0.000000,50.330200,0,'CC','Budget','Standard',86,'F','M',0,2530.760000,'Y','Current',2
921,14.754500,0.000000,71.142000,0,'CC','Budget','Intnl_discount',54,'F','M',2,19758.300000,'N','Current',1
926,9.786280,8.797960,72.624400,0,'CC','Budget','Standard',69,'F','M',0,10250.100000,'N','Vol',1
931,4.832400,0.000000,56.651600,0,'CC','Budget','Standard',28,'F','M',0,38450.200000,'Y','Current',1
934,5.380280,8.832840,33.588100,2,'Auto','Budget','Standard',70,'M','S',2,66649.200000,'N','Current',1
942,0.000000,0.000000,1.747120,0,'CC','Budget','Intnl_discount',48,'F','M',0,83157.500000,'N','InVol',3
944,11.407900,0.000000,128.122000,0,'CC','FreeLocal','Intnl_discount',93,'F','S',1,21395.200000,'Y','Vol',3
947,29.231200,0.000000,450.624000,1,'CH','FreeLocal','Standard',78,'F','S',2,72800.900000,'N','Vol',3
957,0.000000,0.000000,0.738430,0,'Auto','FreeLocal','Standard',68,'M','M',0,41486.400000,'Y','Current',1
958,12.213700,0.000000,52.965600,0,'Auto','FreeLocal','Intnl_discount',31,'M','S',1,37832.600000,'Y','Current',2
961,0.000000,0.000000,2.552940,0,'CC','Budget','Standard',54,'M','S',2,63959.200000,'N','InVol',2
963,17.658400,0.000000,71.074400,0,'CC','FreeLocal','Standard',53,'F','S',0,95584.500000,'N','Current',2
964,11.857100,0.000000,135.648000,0,'Auto','Budget','Standard',20,'M','M',1,59632.900000,'Y','Current',1
965,0.653470,6.870300,5.491450,0,'Auto','FreeLocal','Intnl_discount',97,'F','S',1,98860.100000,'N','Vol',1
967,0.000000,0.000000,3.734690,1,'CC','Budget','Standard',46,'M','M',2,32811.600000,'N','InVol',2
971,23.243500,1.049090,34.099400,0,'Auto','FreeLocal','Standard',61,'M','M',1,83039.200000,'Y','Vol',2
972,14.045500,4.429420,114.323000,0,'CC','Budget','Standard',92,'F','S',2,47396.200000,'N','Vol',1
975,28.372200,0.000000,40.769200,0,'CC','Budget','Standard',37,'F','M',0,46812.700000,'N','Current',1
984,10.949600,0.000000,18.555500,0,'Auto','Budget','Standard',59,'F','S',0,41624.700000,'Y','Vol',2
987,6.672700,0.000000,7.787480,0,'CC','FreeLocal','Intnl_discount',50,'F','M',0,63306.600000,'Y','Vol',2
989,25.504700,0.000000,5.350190,0,'CC','Budget','Intnl_discount',34,'F','S',1,33671.000000,'N','Current',3
990,14.154200,0.000000,108.433000,0,'Auto','FreeLocal','Intnl_discount',39,'F','S',0,16829.600000,'N','Current',1
998,18.979300,0.000000,32.897300,0,'CC','FreeLocal','Intnl_discount',69,'M','M',0,80417.500000,'Y','Current',3
999,0.000000,0.000000,0.439002,0,'CC','Budget','Standard',67,'M','M',1,32363.900000,'Y','InVol',3
1002,16.471200,1.533270,90.453700,0,'CH','Budget','Standard',53,'M','M',1,34317.600000,'N','Vol',3
1003,19.933500,3.709380,42.223600,0,'CC','Budget','Intnl_discount',86,'F','M',1,99248.100000,'N','Vol',2
1006,21.006000,9.127440,16.683800,0,'CC','FreeLocal','Intnl_discount',62,'F','M',2,8749.800000,'N','Vol',1
1010,24.148400,0.000000,10.475400,1,'CC','Budget','Intnl_discount',38,'F','M',0,17499.200000,'N','Current',3
1013,11.020400,0.000000,49.412100,0,'CH','Budget','Standard',94,'M','M',1,76213.200000,'N','Current',3
1015,16.194700,0.000000,12.117600,0,'CC','Budget','Intnl_discount',75,'F','M',2,11434.600000,'N','Vol',3
1016,0.000000,0.000000,0.695662,0,'CH','FreeLocal','Standard',56,'F','S',2,27362.600000,'Y','InVol',3
1020,26.523300,0.000000,32.198800,0,'CC','Budget','Intnl_discount',97,'M','M',2,75004.500000,'N','Current',2
1021,23.184000,5.534970,72.957700,0,'CC','Budget','Standard',32,'M','M',0,54430.200000,'Y','Vol',1
1028,12.747000,0.000000,109.835000,0,'CH','FreeLocal','Intnl_discount',27,'F','S',1,54370.700000,'N','Current',3
1029,12.389700,0.000000,58.409000,1,'CH','FreeLocal','Standard',90,'M','S',2,83653.300000,'N','Current',3
1031,24.042800,0.000000,19.892500,0,'CH','Budget','Standard',59,'F','S',0,23892.200000,'Y','Vol',3
1032,23.378100,0.000000,32.523000,0,'CH','Budget','Standard',77,'F','S',0,34160.500000,'N','Vol',1
1036,15.255700,0.000000,99.363300,0,'Auto','Budget','Standard',27,'M','M',2,50290.700000,'N','Current',3
1037,23.124600,6.246900,57.026300,1,'CC','FreeLocal','Intnl_discount',86,'F','S',1,31639.200000,'N','Vol',2
1038,25.230400,0.940942,65.511800,0,'CC','Budget','Intnl_discount',47,'F','M',1,7071.460000,'N','Vol',2
1044,14.601500,0.000000,41.661200,0,'CC','Budget','Intnl_discount',33,'M','M',0,28000.400000,'Y','Current',2
1046,5.991690,0.000000,136.388000,0,'CC','Budget','Standard',77,'M','S',1,2743.690000,'N','Current',1
1048,14.794400,0.000000,36.677800,0,'CC','FreeLocal','Intnl_discount',68,'F','M',1,97318.600000,'Y','Vol',2
1050,8.949130,6.196580,11.949300,0,'CC','FreeLocal','Standard',93,'F','S',1,46771.200000,'N','Vol',3
1053,16.638700,0.000000,105.261000,0,'CH','Budget','Standard',30,'F','M',1,48457.600000,'Y','Current',2
1054,16.305900,0.000000,34.748300,0,'CH','FreeLocal','Standard',93,'M','M',2,40372.400000,'Y','Current',2
1055,10.903800,9.279260,27.015600,0,'CH','Budget','Intnl_discount',47,'F','M',1,57611.400000,'N','Vol',2
1057,12.756000,0.000000,19.984500,0,'CH','FreeLocal','Standard',89,'M','M',0,60156.900000,'Y','Current',1
1059,0.000000,0.000000,1.519270,0,'Auto','FreeLocal','Standard',18,'M','S',2,11691.200000,'Y','InVol',2
1060,9.671160,0.000000,38.212200,0,'Auto','FreeLocal','Standard',22,'F','M',1,58462.300000,'Y','Current',3
1062,6.128460,0.000000,31.454500,0,'CH','FreeLocal','Intnl_discount',25,'F','M',2,295.941000,'N','Vol',1
1065,0.000000,0.000000,0.609388,2,'CC','FreeLocal','Intnl_discount',53,'F','S',2,96704.700000,'N','InVol',1
1067,17.338600,0.000000,9.315920,1,'CH','Budget','Intnl_discount',44,'F','S',2,17689.200000,'N','Vol',3
1075,24.804100,0.000000,80.130200,0,'CC','Budget','Standard',66,'M','M',1,7277.290000,'Y','Current',1
1079,29.464800,0.000000,10.869300,1,'CC','Budget','Standard',69,'F','S',0,45310.400000,'N','Vol',3
1080,4.823480,0.000000,34.757700,0,'Auto','FreeLocal','Standard',38,'M','M',0,66742.300000,'N','Current',3
1082,21.665300,6.072970,133.320000,0,'CC','FreeLocal','Intnl_discount',97,'M','M',2,27667.600000,'N','Vol',3
1083,19.843000,4.906460,72.582400,0,'Auto','Budget','Standard',45,'M','M',2,7673.470000,'N','Vol',3
1086,0.386713,0.000000,16.007900,0,'CC','FreeLocal','Intnl_discount',68,'F','M',0,99832.900000,'N','Vol',3
1087,7.886220,0.000000,21.725800,0,'CC','FreeLocal','Intnl_discount',46,'M','M',0,93996.800000,'N','Current',3
1091,23.553800,3.190590,108.275000,0,'CC','FreeLocal','Standard',47,'F','M',2,54039.400000,'N','Vol',1
1092,23.523300,0.000000,14.265800,0,'CC','FreeLocal','Standard',31,'M','M',2,11254.900000,'Y','Current',1
1100,7.552060,0.000000,36.364600,0,'CC','Budget','Intnl_discount',55,'F','S',2,51744.200000,'N','Current',1
1101,16.533700,0.000000,16.489000,0,'CC','FreeLocal','Standard',56,'M','S',0,4841.330000,'Y','Current',3
1103,5.013920,7.916130,24.416800,0,'Auto','Budget','Intnl_discount',72,'M','S',0,22150.800000,'N','Current',1
1104,4.728300,0.000000,27.186000,0,'Auto','Budget','Standard',45,'M','M',2,39035.800000,'N','Current',3
1106,1.664490,0.000000,14.107000,0,'CC','FreeLocal','Standard',63,'M','M',0,82981.000000,'N','Current',3
1110,0.837476,0.000000,30.126700,0,'CH','Budget','Standard',80,'F','S',1,31809.700000,'Y','Vol',3
1112,19.414300,4.502430,21.196700,0,'CC','FreeLocal','Intnl_discount',80,'F','M',1,17755.400000,'N','Vol',3
1115,6.416590,0.000000,145.393000,0,'CH','FreeLocal','Intnl_discount',61,'M','M',0,41063.600000,'Y','Current',2
1116,20.240900,0.000000,18.248700,0,'CH','Budget','Standard',48,'F','M',0,4581.110000,'N','Vol',2
1118,28.793000,0.000000,107.569000,0,'Auto','Budget','Standard',49,'M','S',0,9414.820000,'N','Current',3
1122,9.388040,0.000000,38.968100,0,'CC','Budget','Standard',65,'M','S',1,57626.900000,'Y','Current',2
1123,28.197400,9.531320,13.987700,0,'Auto','Budget','Standard',28,'F','M',2,63328.800000,'N','Vol',3
1128,0.000000,0.000000,0.583171,0,'CC','Budget','Intnl_discount',78,'F','M',2,62685.000000,'N','Vol',1
1130,25.095300,0.000000,111.591000,0,'CC','FreeLocal','Standard',46,'F','M',1,51014.000000,'N','Vol',1
1133,0.000000,0.000000,0.906947,1,'CC','FreeLocal','Standard',25,'F','S',2,88023.200000,'N','InVol',2
1136,13.295200,2.876980,56.444800,0,'CC','Budget','Standard',42,'M','M',0,18552.700000,'N','Vol',1
1138,23.933300,0.000000,47.477300,0,'CH','FreeLocal','Intnl_discount',23,'F','S',1,14082.000000,'N','Vol',1
1143,29.349800,0.000000,20.093900,0,'CC','FreeLocal','Standard',57,'F','M',1,50290.700000,'N','Vol',3
1149,11.898800,0.000000,11.939300,0,'CC','Budget','Standard',69,'F','M',0,91198.600000,'N','Current',3
1152,13.766500,0.000000,47.986000,0,'CC','Budget','Standard',58,'M','S',2,4123.460000,'N','Current',1
1158,4.268870,0.000000,57.619300,0,'CH','Budget','Standard',54,'F','M',0,37389.200000,'N','Vol',3
1160,6.990140,0.000000,64.411600,0,'CC','Budget','Standard',76,'M','S',2,59592.600000,'Y','Current',1
1164,26.003600,0.000000,37.129300,0,'CH','FreeLocal','Intnl_discount',79,'F','S',1,87818.300000,'N','Current',3
1166,26.498900,0.000000,54.757100,0,'CC','Budget','Standard',86,'M','S',2,56256.100000,'N','Current',1
1181,25.323700,0.000000,45.121600,0,'CC','Budget','Intnl_discount',61,'M','M',1,18307.400000,'N','Current',2
1188,0.774873,0.000000,5.715600,0,'Auto','FreeLocal','Standard',84,'F','M',2,5936.480000,'Y','Vol',1
1193,19.780000,0.000000,57.617700,3,'CC','FreeLocal','Intnl_discount',73,'F','S',0,23832.000000,'N','Current',2
1196,0.000000,0.000000,0.460765,0,'CH','FreeLocal','Standard',77,'F','S',0,36434.300000,'Y','InVol',2
1199,7.259870,0.000000,74.813400,0,'CC','FreeLocal','Standard',55,'M','M',1,69408.300000,'N','Current',3
1201,2.062400,0.000000,16.597800,0,'CH','FreeLocal','Standard',28,'M','S',2,39700.300000,'N','Vol',3
1202,17.734400,0.000000,5.428010,0,'CC','Budget','Standard',45,'F','M',0,41947.800000,'N','Current',2
1203,0.000000,0.000000,3.539740,0,'Auto','FreeLocal','Intnl_discount',68,'M','M',1,27677.800000,'N','Current',1
1204,2.461420,0.000000,71.661400,0,'CC','Budget','Standard',75,'F','M',2,42846.200000,'Y','Vol',2
1211,21.441500,0.000000,38.816400,0,'CC','Budget','Standard',71,'M','M',0,51195.500000,'Y','Current',2
1219,16.772300,0.000000,16.358300,0,'Auto','Budget','Intnl_discount',84,'M','S',0,34148.600000,'Y','Current',2
1223,0.000000,0.000000,4.422110,0,'CH','Budget','Intnl_discount',62,'F','S',2,5197.000000,'N','InVol',3
1229,19.802100,0.000000,9.315290,0,'CC','FreeLocal','Intnl_discount',21,'F','M',0,38705.500000,'Y','Vol',1
1237,0.000000,0.000000,3.404580,0,'Auto','FreeLocal','Standard',49,'F','S',0,23660.300000,'N','InVol',1
1250,22.155500,0.092017,54.799400,0,'CC','Budget','Standard',41,'M','S',0,85804.300000,'Y','Current',1
1252,0.298668,7.786940,220.977000,0,'CC','Budget','Intnl_discount',49,'F','S',1,60310.600000,'Y','Vol',3
1254,19.556100,0.000000,34.423700,0,'CC','FreeLocal','Standard',83,'M','M',2,25108.200000,'Y','Current',2
1255,23.308500,0.000000,83.498000,0,'CC','FreeLocal','Standard',59,'M','S',0,33912.400000,'Y','Current',2
1259,14.156200,0.000000,84.914900,0,'CH','Budget','Intnl_discount',32,'F','M',1,7027.140000,'N','Current',2
1261,9.558840,0.000000,150.243000,0,'CC','Budget','Standard',65,'F','M',0,58345.800000,'N','Vol',1
1264,25.634400,0.000000,5.343660,0,'CC','Budget','Standard',51,'M','S',0,2630.400000,'Y','Current',2
1267,2.497380,0.000000,24.990000,3,'CH','Budget','Standard',92,'M','M',0,29518.800000,'N','Current',1
1273,0.722800,0.000000,28.702600,0,'Auto','FreeLocal','Standard',97,'M','S',0,75854.900000,'N','Current',2
1278,28.481600,0.000000,23.396900,0,'Auto','Budget','Standard',30,'M','M',1,3578.000000,'N','Current',1
1280,21.467800,0.000000,54.455100,0,'CH','FreeLocal','Standard',64,'F','S',2,62275.300000,'Y','Vol',3
1283,1.717100,0.000000,91.747400,0,'Auto','Budget','Intnl_discount',74,'F','M',0,25445.600000,'N','Vol',3
1293,6.830420,0.000000,52.201300,0,'CH','Budget','Standard',44,'M','M',1,49554.800000,'N','Current',1
1296,8.598190,0.000000,117.986000,0,'CC','Budget','Intnl_discount',18,'M','M',0,1846.010000,'N','Vol',3
1297,17.478300,0.000000,24.209900,0,'CC','Budget','Standard',84,'F','S',0,95056.900000,'N','Vol',3
1298,23.057000,0.000000,5.942850,0,'CC','Budget','Intnl_discount',18,'M','M',0,40728.700000,'N','Current',3
1300,9.614390,2.656030,160.666000,0,'CC','Budget','Standard',72,'M','S',2,55050.500000,'Y','Vol',1
1301,0.000000,0.000000,3.259090,0,'Auto','Budget','Standard',21,'F','M',0,73701.900000,'Y','InVol',1
1309,4.315880,0.629311,66.906000,0,'CH','FreeLocal','Intnl_discount',87,'M','M',0,98127.600000,'N','Current',2
1314,19.788300,0.000000,126.651000,0,'Auto','FreeLocal','Standard',84,'M','S',2,27958.500000,'N','Current',3
1316,23.291700,2.866470,62.325500,0,'CC','Budget','Standard',22,'M','M',1,95847.900000,'Y','Vol',1
1321,28.325400,0.000000,54.310300,0,'CC','Budget','Intnl_discount',19,'F','M',1,67750.900000,'N','Current',2
1322,0.343710,0.000000,10.983600,0,'CC','Budget','Standard',42,'M','S',1,93645.300000,'N','Current',3
1323,22.023500,0.000000,19.501100,0,'CH','FreeLocal','Standard',42,'F','M',1,31650.200000,'N','Current',1
1325,1.184140,0.000000,33.623500,0,'CC','Budget','Standard',80,'F','M',1,86618.800000,'N','Vol',1
1326,27.813600,2.097190,94.109400,1,'CC','FreeLocal','Standard',80,'F','S',0,48506.700000,'N','Vol',3
1327,6.350460,0.000000,19.744600,0,'CH','Budget','Intnl_discount',53,'M','M',0,50622.900000,'Y','Current',3
1331,0.104470,0.000000,29.742600,0,'CC','Budget','Standard',59,'F','M',0,50290.700000,'Y','Vol',2
1336,0.000000,0.000000,2.314630,0,'Auto','Budget','Standard',61,'F','M',1,79324.700000,'Y','InVol',1
1337,29.890500,0.000000,37.416900,0,'CC','Budget','Standard',81,'F','S',0,54486.500000,'N','Vol',2
1338,26.665000,6.968950,5.948990,0,'Auto','Budget','Standard',41,'F','M',1,84388.500000,'N','Vol',1
1342,16.897200,0.000000,11.515600,0,'CC','Budget','Standard',53,'M','S',2,21242.800000,'N','Current',2
1343,17.261500,0.000000,75.583400,0,'Auto','FreeLocal','Standard',91,'M','S',2,61766.700000,'Y','Current',3
1346,3.793930,0.000000,24.144400,0,'CC','FreeLocal','Intnl_discount',71,'M','S',0,28273.000000,'Y','Current',2
1349,1.041500,6.102930,28.831300,0,'CC','Budget','Intnl_discount',33,'M','M',1,57237.900000,'N','Vol',3
1352,20.768300,0.000000,38.153900,0,'Auto','FreeLocal','Standard',71,'M','S',1,37248.600000,'Y','Current',2
1354,20.760500,0.000000,43.302600,0,'CC','Budget','Standard',64,'F','M',2,25796.500000,'N','Vol',1
1358,16.422400,0.000000,39.754800,0,'Auto','Budget','Standard',76,'M','S',1,24104.700000,'N','Current',3
1365,26.292400,0.000000,35.318900,0,'CC','Budget','Intnl_discount',49,'F','M',2,48471.100000,'N','Vol',1
1366,11.305400,0.000000,71.500500,0,'CH','Budget','Intnl_discount',75,'F','S',1,57952.600000,'N','Vol',2
1368,6.977850,0.000000,15.516200,0,'Auto','FreeLocal','Standard',39,'F','S',1,31931.300000,'N','Current',2
1370,9.390730,0.000000,21.318300,0,'CC','FreeLocal','Intnl_discount',33,'F','M',1,33967.700000,'N','Current',1
1371,23.242900,0.000000,87.619800,0,'CC','Budget','Standard',25,'F','S',0,91106.400000,'N','Current',2
1373,12.199100,0.000000,109.798000,0,'CC','FreeLocal','Standard',85,'M','M',0,18909.500000,'Y','Current',2
1376,17.915200,0.000000,6.012300,0,'CC','FreeLocal','Standard',26,'M','S',2,19998.400000,'N','Vol',3
1378,0.000000,0.000000,2.942110,0,'CC','Budget','Intnl_discount',31,'F','M',1,43787.000000,'N','InVol',1
1379,0.000000,0.000000,2.399010,0,'CH','Budget','Standard',39,'F','M',2,72401.800000,'N','Current',3
1380,7.966610,0.000000,23.767000,1,'CC','FreeLocal','Standard',68,'M','S',1,83556.700000,'N','Current',3
1381,4.449610,7.273760,296.629000,0,'CH','FreeLocal','Intnl_discount',46,'F','M',0,34437.200000,'Y','Vol',1
1385,22.726200,0.000000,10.913400,0,'CH','Budget','Standard',86,'F','M',2,36090.700000,'N','Vol',2
1389,17.314000,0.000000,53.613800,0,'CC','FreeLocal','Intnl_discount',65,'F','M',2,58148.700000,'N','Vol',2
1390,5.173330,0.000000,11.143600,1,'Auto','FreeLocal','Standard',85,'F','M',2,69730.900000,'Y','Vol',1
1391,12.145400,0.000000,116.591000,0,'CH','FreeLocal','Standard',79,'F','S',2,43151.700000,'N','Vol',2
1393,19.516400,0.000000,86.453600,0,'CH','Budget','Intnl_discount',82,'F','S',0,17491.400000,'N','Vol',1
1395,21.323300,0.000000,7.548490,0,'CC','FreeLocal','Standard',30,'F','M',2,16948.800000,'N','Current',1
1398,19.142800,2.354470,40.372000,0,'CC','FreeLocal','Intnl_discount',72,'F','M',1,38788.300000,'Y','Vol',2
1403,3.714220,0.000000,10.216100,0,'Auto','FreeLocal','Standard',88,'F','S',2,10764.600000,'N','Vol',3
1404,12.857700,0.035519,156.512000,0,'CC','Budget','Intnl_discount',18,'F','M',0,13441.500000,'N','Current',1
1411,3.858890,0.000000,20.853600,0,'CH','FreeLocal','Standard',62,'M','S',1,47503.900000,'N','Current',1
1415,5.925940,0.000000,44.592800,0,'CC','FreeLocal','Intnl_discount',66,'M','S',2,72018.600000,'Y','Current',2
1417,0.000000,0.000000,4.999420,0,'CH','Budget','Intnl_discount',29,'F','S',1,21529.100000,'N','Vol',2
1418,25.236100,0.000000,56.038100,0,'CC','Budget','Standard',36,'M','M',1,96349.800000,'N','Current',2
1421,3.451890,4.182770,117.344000,0,'Auto','Budget','Standard',76,'F','M',0,35697.500000,'N','Vol',1
1424,9.818910,0.000000,82.452800,0,'CC','Budget','Intnl_discount',60,'F','M',1,40792.300000,'Y','Current',2
1428,27.877700,0.000000,13.129100,0,'Auto','FreeLocal','Standard',46,'F','M',0,94576.200000,'Y','Vol',2
1429,11.002900,0.000000,87.128600,0,'CC','Budget','Standard',42,'M','M',0,69463.100000,'N','Current',3
1430,0.000000,0.000000,2.608410,0,'CC','FreeLocal','Intnl_discount',79,'M','S',1,16203.500000,'Y','InVol',2
1432,13.660900,0.000000,37.685100,0,'CC','FreeLocal','Standard',90,'F','M',1,2796.070000,'N','Current',3
1436,12.612600,0.000000,18.811900,0,'Auto','Budget','Standard',88,'F','S',0,68608.000000,'N','Current',2
1437,26.191200,0.000000,18.197300,0,'CC','Budget','Intnl_discount',46,'M','M',1,44065.400000,'Y','Current',3
1440,16.159300,6.099100,13.831200,0,'CC','Budget','Intnl_discount',31,'F','M',1,99485.300000,'N','Current',2
1443,15.616800,0.000000,13.690700,0,'CC','Budget','Intnl_discount',60,'M','M',0,35125.000000,'N','Current',3
1448,27.989800,0.000000,11.629100,0,'CC','FreeLocal','Standard',57,'F','M',1,4875.250000,'N','Vol',1
1453,23.311600,0.000000,38.437200,0,'CC','FreeLocal','Standard',71,'F','S',0,26435.800000,'N','Current',2
1455,2.964260,3.301220,73.324900,0,'Auto','Budget','Intnl_discount',41,'F','S',2,48271.800000,'N','Vol',3
1457,0.000000,0.000000,2.342550,0,'CC','Budget','Intnl_discount',49,'F','M',2,50290.700000,'N','Vol',1
1459,14.152400,0.000000,76.270400,0,'CC','Budget','Intnl_discount',86,'M','M',1,12713.300000,'N','Current',3
1461,0.000000,0.000000,1.481440,1,'CH','Budget','Standard',94,'M','S',0,13946.800000,'N','Current',1
1462,14.742200,0.000000,147.293000,0,'CC','Budget','Intnl_discount',19,'F','M',1,16915.200000,'N','Vol',1
1463,20.747800,0.000000,24.522100,0,'CC','Budget','Standard',20,'M','S',2,68140.500000,'N','Current',3
1464,15.270500,0.000000,29.477100,0,'CC','Budget','Standard',43,'F','S',1,77021.700000,'N','Vol',1
1467,10.428500,0.000000,16.896500,0,'CC','FreeLocal','Intnl_discount',47,'M','S',1,12752.500000,'Y','Current',3
1483,14.470900,0.000000,7.096570,0,'Auto','FreeLocal','Standard',68,'F','M',0,62484.800000,'N','Vol',2
1484,11.660700,0.000000,38.359700,0,'Auto','FreeLocal','Intnl_discount',49,'M','S',0,32358.100000,'N','Current',2
1485,0.000000,0.000000,1.956540,0,'CC','Budget','Intnl_discount',45,'F','S',0,45057.100000,'N','InVol',1
1487,3.723250,0.000000,36.504100,0,'CC','FreeLocal','Intnl_discount',61,'M','S',0,72385.900000,'N','Current',2
1490,16.813700,0.000000,80.187400,0,'Auto','FreeLocal','Intnl_discount',71,'F','M',0,45444.000000,'N','Current',2
1491,22.440800,9.185140,29.179500,1,'CH','FreeLocal','Standard',36,'M','M',0,97341.400000,'N','Current',1
1493,7.260380,6.121920,184.525000,0,'CH','FreeLocal','Standard',82,'M','S',0,48841.400000,'N','Vol',3
1494,5.179110,5.644040,112.808000,0,'CH','FreeLocal','Standard',34,'F','M',1,73098.700000,'N','Vol',1
1496,23.131500,0.000000,23.327700,0,'CC','Budget','Standard',22,'F','M',1,25863.800000,'N','Vol',3
1502,22.903600,2.151110,22.629800,0,'CH','Budget','Standard',55,'M','S',2,33377.300000,'N','Current',2
1509,29.355600,0.000000,13.786200,0,'CH','FreeLocal','Intnl_discount',40,'M','S',2,33373.900000,'N','Current',1
1513,0.000000,0.000000,3.928110,0,'CC','Budget','Standard',88,'F','M',2,58807.500000,'Y','InVol',2
1515,28.839400,0.000000,51.143200,0,'CC','FreeLocal','Standard',92,'M','S',0,79872.600000,'N','Current',2
1522,28.235600,0.000000,66.499300,0,'CC','FreeLocal','Standard',21,'M','S',1,48107.200000,'N','Current',2
1531,0.000000,0.000000,3.327930,0,'CC','Budget','Intnl_discount',36,'F','S',1,94083.300000,'N','Current',3
1532,0.000000,0.000000,3.596560,0,'Auto','Budget','Intnl_discount',23,'M','S',0,22475.500000,'N','InVol',1
1539,2.936940,0.000000,165.434000,0,'CC','FreeLocal','Intnl_discount',48,'M','M',1,3793.730000,'N','Current',2
1543,23.216700,0.000000,143.812000,0,'CH','FreeLocal','Intnl_discount',22,'F','S',2,14905.000000,'Y','Vol',1
1547,1.740600,0.000000,30.121000,0,'CC','Budget','Standard',43,'F','M',2,22781.600000,'Y','Vol',2
1549,10.511700,0.000000,5.906880,0,'Auto','FreeLocal','Intnl_discount',67,'F','S',1,9824.750000,'N','Current',2
1550,27.746500,8.248680,19.634800,0,'CC','FreeLocal','Standard',53,'F','S',2,11503.800000,'Y','Vol',2
1552,23.857700,0.000000,9.483920,0,'Auto','FreeLocal','Standard',34,'M','S',2,59753.200000,'Y','Current',3
1558,8.317620,0.000000,29.315800,0,'CC','FreeLocal','Standard',78,'F','M',0,16840.700000,'N','Current',2
1561,6.253160,0.000000,24.717400,0,'CC','FreeLocal','Standard',27,'F','S',2,13094.800000,'N','Vol',3
